2018-09-14 13:24:48,281 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@e45f292: startup date [Fri Sep 14 13:24:48 EDT 2018]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2018-09-14 13:24:49,200 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/Users/mvelezce/Desktop/apache-activemq-5.15.6/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2018-09-14 13:24:49,285 | INFO  | PListStore:[/Users/mvelezce/Desktop/apache-activemq-5.15.6/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2018-09-14 13:24:49,472 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:MVELEZCE-MBPRO.isri.cmu.edu-55625-1536945889298-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2018-09-14 13:24:49,496 | INFO  | Listening for connections at: tcp://MVELEZCE-MBPRO.isri.cmu.edu:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-14 13:24:49,498 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2018-09-14 13:24:49,502 | INFO  | Listening for connections at: amqp://MVELEZCE-MBPRO.isri.cmu.edu:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-14 13:24:49,504 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2018-09-14 13:24:49,509 | INFO  | Listening for connections at: stomp://MVELEZCE-MBPRO.isri.cmu.edu:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-14 13:24:49,511 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2018-09-14 13:24:49,514 | INFO  | Listening for connections at: mqtt://MVELEZCE-MBPRO.isri.cmu.edu:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2018-09-14 13:24:49,516 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2018-09-14 13:24:49,634 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@43b9fd5{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2018-09-14 13:24:49,687 | INFO  | Listening for connections at ws://MVELEZCE-MBPRO.isri.cmu.edu:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2018-09-14 13:24:49,688 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2018-09-14 13:24:49,689 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:MVELEZCE-MBPRO.isri.cmu.edu-55625-1536945889298-0:1) started | org.apache.activemq.broker.BrokerService | main
2018-09-14 13:24:49,690 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2018-09-14 13:24:49,692 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /Users/mvelezce/Desktop/apache-activemq-5.15.6/data/kahadb only has 30683 mb of usable space. - resetting to maximum available disk space: 30683 mb | org.apache.activemq.broker.BrokerService | main
2018-09-14 13:24:49,693 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /Users/mvelezce/Desktop/apache-activemq-5.15.6/data only has 30683 mb of usable space. - resetting to maximum available disk space: 30683 mb | org.apache.activemq.broker.BrokerService | main
2018-09-14 13:24:50,093 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2018-09-14 13:24:50,512 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-14 13:24:50,513 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2018-09-14 13:24:50,558 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2018-09-14 13:24:50,742 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2018-09-14 13:24:50,784 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
